1, 2, 3, 4, 5, avg
7.409440022967608286e-01,8.478051661881326195e-01,1.848119950055607807e-01,3.786937800153861167e-01,4.750539065987469112e-02,4.399520668331430850e-01
7.893084248402589820e-01,2.997346806585321488e-01,5.617356086945065607e-01,2.799188026816864516e-01,4.209970500588823272e-01,4.703389133867732497e-01
9.632727246601002769e-02,3.131923762340356188e-01,5.419843373038332190e-01,8.083682998874345271e-01,8.113584370715114513e-01,5.142461445925649022e-01
9.949298968366332430e-01,7.721534427305988268e-01,7.418266423776176399e-01,2.989038861400679092e-01,6.266192761387724408e-01,6.868866288447381674e-01
4.478253697821265034e-01,6.711839347592110094e-01,8.778935634385254261e-03,7.195333613967169750e-02,1.710439458713626237e-01,2.741571044373514177e-01
8.360810896920781721e-01,9.809678819596000521e-01,1.216613244835018648e-01,7.180727407931783990e-01,3.284004816921689551e-01,5.970367037241055552e-01
8.024002273444131861e-01,5.634129829580606375e-01,4.508086368979289382e-01,6.543825719571337851e-01,4.767182810517427427e-01,5.895445400418558579e-01
5.970395160412516056e-01,5.251820410366386804e-01,7.181203784719174532e-01,9.231901875488560671e-01,2.744193042374170055e-01,6.075902854672161624e-01
4.194142116214426563e-01,4.201938622019766312e-01,6.676936031103982705e-01,1.182776272690766461e-01,7.695008262151435963e-01,4.790160260836075490e-01
3.782519609319867637e-01,3.977591416385224399e-01,7.140935957367344766e-01,4.790409831018035414e-01,8.382759136790611798e-01,5.614843190176216359e-01
8.464023683645228724e-01,7.667536771781688909e-01,4.351264421488896250e-01,1.348137177134144382e-01,5.922654296809901631e-01,5.550723270171972201e-01
1.292853769634882966e-01,9.054502834322692983e-01,2.583054465778976683e-01,8.501972970348468106e-01,9.447840971315155656e-01,6.176045002280036167e-01
5.100581451961343493e-01,1.474254471006857248e-01,4.177021615934282117e-01,9.097317446578493394e-01,5.479371371234480481e-01,5.065709271343091791e-01
8.747513576399572610e-01,7.367757456813279759e-01,3.645130638617833929e-01,8.549559696047659418e-02,3.037750729205526135e-01,4.730621674128195342e-01
3.299411202138817778e-01,6.309629760850569147e-01,9.427148024625796596e-01,4.134256432553717886e-02,9.174853831380005431e-01,5.724893692450112592e-01
9.093171207633089503e-01,9.087458408826287748e-01,2.556544479443867424e-01,1.997347582065761573e-01,4.745709071473329654e-01,5.496046149888467180e-01
1.906139981042813680e-01,3.388040233184232974e-01,9.980414276697627818e-01,9.474794777076118724e-01,3.829384148108128105e-01,5.715754683221783150e-01
7.067474686071700818e-01,6.135769748120668554e-01,8.556206578181673184e-01,5.425321507021783063e-01,1.469517911375362029e-02,5.466344862106672364e-01
7.747822377654116632e-01,8.175084108245477266e-01,1.522021082602362796e-01,4.146617563320323940e-01,9.540485756339444068e-01,6.226406177632344274e-01
2.985582415460993344e-01,3.208484555601873733e-01,6.551277108846202957e-01,7.346690013620140736e-01,5.459364023567521151e-01,5.110279623419345940e-01
2.339001152048141297e-01,5.319085309982498622e-01,7.357677953178560770e-01,7.593903239074728528e-01,2.138906305607191083e-02,4.564711656968929998e-01
8.945567276442153437e-01,4.193442162432104992e-01,9.076524590411644278e-01,2.219740197877408949e-01,9.350855773021407025e-01,6.757226000036943292e-01
6.974311471817368213e-01,7.045652741290192589e-01,4.154539571202600090e-01,8.880096512864724678e-01,4.840312105188649960e-01,6.378982480472706884e-01
4.665439238276373191e-01,1.070366454900749664e-01,9.255070371248202976e-01,5.403978152514753441e-01,1.166719079293558892e-01,4.312314659246727078e-01
6.407676325207006807e-01,5.535550908100430600e-01,7.406509961629411665e-01,4.300328097856165321e-02,4.445086500073125446e-01,4.844971300959118321e-01
2.716884183614484138e-01,8.459481765991719859e-01,5.416003419971935351e-01,5.673411493458379029e-01,3.214136468759791754e-01,5.095983466359261804e-01
8.237664500594075179e-01,4.480531491115508080e-01,3.414293586946322012e-01,6.281033859957939613e-01,8.852511097143195284e-01,6.253206907151408478e-01
6.652461199640040679e-01,3.777039008592043556e-01,4.144027333611556285e-01,4.027394661071863613e-01,7.943762483517802231e-03,3.736071965550136764e-01
9.352782492760108868e-01,1.546867834181610002e-01,7.758627941345253021e-02,9.418607174881510335e-01,3.736292223134198842e-01,4.966082503818390892e-01
3.835338608864952148e-01,4.929148433535458507e-01,3.426807822429629447e-01,5.056939453418055619e-01,9.048451927270588779e-01,5.259337249103737122e-01
9.135060189942499909e-01,1.645699735325113489e-01,1.654321753221740243e-01,3.630747981692392656e-01,5.728410826079285423e-01,4.358848097252206455e-01
9.542281697282016806e-01,4.673976061571092355e-01,6.876193588111173538e-01,4.249952308266856660e-01,2.771232885759503661e-01,5.622727308198128826e-01
3.135346653031363395e-01,2.168062136227857373e-01,9.611441025774474234e-01,7.339831646280268185e-01,1.193078641304317067e-01,4.689552020523655718e-01
1.643968006023973638e-01,8.238983870767794260e-01,7.131892820599325944e-01,8.724720068104190318e-01,3.953271151463301214e-01,5.938567183391717519e-01
4.504632092750276984e-01,9.968256795117969027e-02,6.074134122758753085e-01,5.477599314690042576e-01,1.116154543061220750e-01,3.633869150554417948e-01
9.617856750354812911e-01,4.327634919006758674e-01,4.013224943553962420e-01,3.640489646612876662e-01,6.390185712160434406e-02,4.447644966148890933e-01
6.787916405461190683e-01,3.782823176511423968e-01,2.591290019585940074e-01,5.596470789013939795e-01,7.056739684422257408e-01,5.163048014998949942e-01
3.779578277382384943e-01,8.103740375702727095e-01,7.857743055371333440e-01,2.280870452574135232e-02,6.396000651693881656e-01,5.273029881081547909e-01
9.281313462312430485e-01,5.664358212441291673e-01,4.415730503258025186e-01,8.394505035033883455e-01,9.661430510092320345e-01,7.483467544627590007e-01
1.484603020358276071e-01,6.656139029232063242e-01,3.926886883709230780e-01,7.384009752088360745e-01,8.675014658257014233e-01,5.625330668728988348e-01
5.016840464674428013e-01,6.562675066146919090e-01,9.870666290346142846e-01,6.226667998317448882e-01,2.852267528456243761e-01,6.105823469588236296e-01
7.508877624863589118e-01,6.249709092469102334e-01,2.853673701269318075e-01,8.907887246897415734e-01,3.989376498459795695e-01,5.901904832791844413e-01
4.502089601552959897e-01,7.564482305091450032e-01,3.358560932828557055e-01,7.153640345792505739e-01,2.217248487007533742e-01,4.959204334454601626e-01
3.601977372114912868e-01,8.442878585121522672e-01,5.467941612893919556e-01,7.966281425255725690e-01,4.927044801440777499e-01,6.081224759365372323e-01
4.093860311056396473e-01,3.320600640169431017e-01,3.023035513312032352e-01,6.918979097691740909e-01,3.650930184764853426e-01,4.201481149398890724e-01
9.064725150557754185e-01,7.328476794081318912e-01,2.139843759953387048e-01,8.774399757628251750e-01,1.016947114394637364e-01,5.664878515323069630e-01
6.572740131202636782e-01,1.873325039791928770e-01,1.330907756955256316e-01,1.820326162696114247e-01,2.930016722794479556e-01,2.905463162688083356e-01
4.557782357156412445e-01,3.440746414043094337e-02,4.536397694428293548e-01,5.489878045629463799e-01,6.330334266832706724e-01,4.251693401090236857e-01
8.953543554663134785e-01,1.720802669798029427e-01,6.860760903094731411e-03,6.144723072410981368e-01,6.352579330575057748e-01,4.648051247295629795e-01
3.515398669081813976e-01,1.602540307082052085e-01,8.912558745913522484e-01,8.969591000257526314e-02,2.119400599272855956e-01,3.409371484275199871e-01
1.042863326794165602e-01,9.334557578405231482e-01,7.805247212996216932e-01,7.847015077540594463e-01,6.680744517679021444e-01,6.542085542683044874e-01
3.309907012423757289e-01,5.567739307479486754e-01,3.823889338498932533e-01,9.141572378776511298e-01,7.026495385683005912e-01,5.773920684572338979e-01
4.456090257085711936e-01,3.534695168403138021e-01,5.829703774976258135e-02,2.022287329840429804e-01,1.694391991242933937e-01,2.458087024813968013e-01
6.159864449415096699e-01,5.909624836590191554e-01,6.248793905806689919e-01,8.361303702210332034e-02,2.489995889078748803e-01,4.328881890222351925e-01
3.224589092721150685e-01,7.561958202335642421e-01,5.338928595559289114e-02,2.504953132496298140e-01,7.325679086835608089e-01,4.230214474788925871e-01
1.941542166737012520e-01,7.639662937003058873e-01,9.041888722218232033e-01,6.381424383931448840e-01,5.625187577754920953e-01,6.125941157528934644e-01
7.176332525709898658e-01,9.334781675662047196e-01,2.883900307072599922e-01,2.644413648743326739e-01,2.401681719188691888e-01,4.888221975275312547e-01
4.831203478872543311e-01,8.870881195039219680e-01,2.467688895407125216e-01,6.628433430386142522e-01,9.416165399819843573e-01,6.442874479904974194e-01
5.827173132869376548e-01,9.768043240250228187e-01,3.093676265361797739e-01,1.629293230408991322e-01,6.382990146972478129e-02,4.191296976717528433e-01
7.553123122213122320e-01,1.977129109389651473e-01,7.842997637899506991e-01,7.003161864531903813e-01,4.742033479711618149e-01,5.823689042749160549e-01
1.855573404066465093e-01,7.085241287009269584e-03,2.701894731342973088e-01,8.774712920441440911e-02,9.042965383318447570e-01,2.909751444728424508e-01
8.921757720628543664e-01,8.560291814319941350e-01,6.213246858574159592e-01,4.520777647661170517e-01,2.106206968633832499e-01,6.064456201963530635e-01
4.965205231534950414e-01,3.427286077500674155e-01,9.400727576482346137e-01,1.825327218534618101e-01,2.779377930119883988e-01,4.479584806834494559e-01
6.433539711203669631e-01,8.851496643837423184e-01,7.698448484550345361e-01,1.921878342531208039e-01,3.634660778330917053e-01,5.708004792090712876e-01
6.411196525830265003e-01,2.617858119670488648e-01,7.691258142320278601e-02,2.353927737052056157e-01,7.831696462339989839e-01,3.996760931824965279e-01
1.693338607066057211e-01,8.151924589288008782e-01,6.518800057151725724e-01,6.767255897905321005e-01,5.620427550637294711e-01,5.750349340409680599e-01
6.365618009000875155e-01,3.642884694450596594e-01,3.578890924453379530e-01,7.068829635079320051e-01,7.588661961514042709e-01,5.648977044899642364e-01
3.002068743381580695e-02,3.416976623634954136e-01,1.148632951515149436e-01,8.494432576114202549e-01,2.673161155146434043e-01,3.206682036149779980e-01
9.280086122152445549e-01,8.766141810632540610e-01,8.962131934076552620e-01,5.664836629212460783e-01,9.373328353631271703e-01,8.409304969941053809e-01
8.475553600963516843e-01,3.725136790129091047e-01,9.606608739403966757e-01,2.382676941560795125e-01,4.344612590466649937e-01,5.706917732504803720e-01
9.805132867564446686e-01,6.391182478346492113e-01,2.306400610189018874e-01,9.060022987678704176e-01,2.040218967167597430e-01,5.920591582189251856e-01
5.229251557759021507e-01,4.723982874892650452e-01,3.232460267819917688e-01,4.988341054340206249e-03,5.059870416991636421e-01,3.659089705601326070e-01
1.085470737556591958e-01,3.686052452122519085e-01,9.368204776503620268e-01,5.506249529127041908e-01,4.054485725979968258e-01,4.740092644257948296e-01
7.516763335254140754e-01,5.699326426540236579e-01,4.041408142739342235e-01,5.708193181941387806e-01,1.066161873192720266e-01,4.806370591933564751e-01
1.934226581595899219e-02,6.327061836011589335e-01,1.188352362861022637e-01,3.069616413610670724e-01,5.060062502511198934e-01,3.167703154630814311e-01
5.771248936156968545e-01,4.730689395185981860e-01,9.076025091942470091e-01,8.970754839669312641e-01,1.100058937517643942e-01,5.929755440094475194e-01
9.818038348460436104e-01,2.201154481158479337e-01,2.881755624260783355e-01,1.876582162135416176e-01,4.137296037797502102e-01,4.182965330762523637e-01
8.533257967479684902e-01,5.999655547181395043e-01,5.848792871598652576e-01,4.811123009077440393e-01,7.977597989454086047e-01,6.634085476958251348e-01
8.349889717471276063e-01,8.970376278660470160e-01,7.556472856047908859e-01,3.015883076857873712e-01,2.116879881253864726e-01,6.001900362058278926e-01
9.105080995060402804e-01,5.706560714011669200e-01,8.375208814293052528e-01,6.547855534113578013e-01,7.470047589997697024e-03,5.961881306675735903e-01
1.803803243082500174e-01,1.785488833498185546e-01,5.883538137618001818e-01,5.358400354525036935e-01,2.327626456351647999e-01,3.431771405015074938e-01
9.426166732032726925e-01,1.098576399245072555e-01,2.330857540033320907e-01,7.592097174247187663e-01,7.185180576918180906e-01,5.526575684495297347e-01
2.349213513290091537e-01,9.947230678372654955e-01,1.556771195070251190e-01,2.541038466587395295e-01,2.563962384969770136e-01,3.791643247658032512e-01
5.817344018322030408e-01,4.725943666374313734e-01,8.504145789469303995e-01,8.631799333202039293e-01,5.991977416212138641e-01,6.734242044715965658e-01
6.809618670493955417e-02,5.811906419305161720e-01,5.996114597284931680e-01,2.074255299221977600e-01,5.825894577380219541e-02,3.029165528119898143e-01
7.788270701548859476e-01,7.588048718139951410e-01,4.827794063158651339e-01,8.619106746200579927e-01,1.723191249484348209e-01,6.109282295706478516e-01
7.067124863114710998e-01,1.035314908814649604e-01,2.352059169199813837e-01,8.611755368861925275e-01,5.944646999183816893e-01,5.002180261834984210e-01
1.939200667078144757e-02,8.293042074003648123e-01,2.423189542219532644e-01,1.652965411167484078e-02,1.198391360440457243e-01,2.454767916897639957e-01
1.999375056675016804e-01,4.974906879103265789e-01,4.813235209284008054e-01,7.134904003137517714e-01,9.696640611944414845e-01,5.723812352028844197e-01
8.863387217750179348e-01,3.273770853038266981e-01,8.555852252584328355e-02,5.747059356395360918e-01,3.589056571475182089e-01,4.465771844783484323e-01
2.929779332332507202e-01,4.275062340366279079e-01,7.540529825130417585e-01,1.692990000242428072e-01,1.605988415022702176e-01,3.608869982618867489e-01
3.794591033663732293e-01,9.094381792443394508e-01,3.880787979148210276e-01,8.662650556584913231e-01,7.347465767251678548e-01,6.555975425818385549e-01
5.496528748153787225e-01,9.365214153694223498e-01,2.487009262675919929e-01,2.190951003714479706e-01,2.448546240841441568e-01,4.397649881815969830e-01
8.693985943016300233e-01,7.520911632395255175e-02,3.928107752275241671e-01,5.256860522312892803e-01,3.227259945542226838e-01,4.371661065277237523e-01
1.704696100204794451e-01,6.289562485382302892e-01,9.952372257388875099e-03,5.170048594825470412e-01,7.519722235392689580e-02,2.803160625305145537e-01
9.039680264361347195e-01,8.130661493568185350e-01,5.173250705929935966e-01,4.124132596938899775e-01,9.852241883611606577e-01,7.263993388881994084e-01
3.694656620990182105e-01,7.541536692364267935e-01,6.687175330533867701e-01,4.366413658618771843e-01,6.616863926141940411e-01,5.781329245729805999e-01
1.580611024761735539e-01,6.855833415718574075e-01,2.012996094714416540e-01,1.326382351571258056e-01,8.891475318411847795e-01,4.133459641035566179e-01
8.347918071668786189e-01,8.254351230542419371e-01,5.810611175065842904e-01,9.293662842992544970e-01,3.188602227286168045e-01,6.979029109511152296e-01
7.912896822078827608e-01,9.369252788465464166e-01,8.772745975430407128e-02,6.573851047437928585e-01,2.212375354184451526e-01,5.389130121941942964e-01
7.262190806622889072e-01,1.985025783860273618e-01,6.856720625159896665e-01,2.585208933080218596e-01,2.199856443395661332e-01,4.177800518423787635e-01
1.461871526862608128e-01,6.066818657019587002e-01,8.355688424667397918e-01,1.825684371063078792e-01,8.968474685548043501e-01,5.335707533032143512e-01
5.123588015347280145e-02,2.741673263644245351e-01,8.878124889400184072e-01,2.884216204603243794e-01,3.688659233438116303e-01,3.741006478524103729e-01
1.498205262195360099e-01,4.450855566436594524e-01,7.156130385916898984e-01,5.194122712776237938e-01,2.007410554853372719e-02,3.700010996562085874e-01
5.782342295488973605e-01,1.416665225194801980e-01,4.564192053882429878e-01,1.040334079432226888e-01,9.261070939536769631e-01,4.412920918707040063e-01
7.217754812639610718e-01,1.549799736308201670e-01,2.085919299795503390e-01,2.128538163137079220e-01,8.133882667756553442e-02,2.759080055731210068e-01
3.170791072532009869e-01,2.963835747461840420e-01,5.140960500605236128e-01,1.434737060578482604e-01,4.115629116639717422e-01,3.365190699563457843e-01
4.079844166799305727e-01,3.017247760410390889e-01,8.275333538479484607e-01,8.253046923080751274e-01,7.820433557202213226e-01,6.289181189194428256e-01
5.329532952106390553e-01,6.664614257437950773e-02,7.597059509108389230e-01,7.780395199714629229e-01,7.504417996815790914e-01,5.775573416697799001e-01
6.313742603686700594e-01,1.249067362496011357e-01,5.175205709527813669e-01,4.169441117920460460e-01,8.394891600096500150e-01,5.060469678745497246e-01
6.642783545349209007e-01,3.009335294200725652e-01,9.553875676441029308e-01,8.599456107036840269e-01,5.379609143879008348e-01,6.637011953381363183e-01
3.427131634927873538e-01,1.453585535024568554e-01,9.506880570736572222e-01,4.215495613220963111e-01,7.491041069956849707e-02,3.870439492181132479e-01
6.823802711671280719e-01,3.778753235443454983e-02,4.813831412511991870e-01,5.412005396259786938e-01,9.060775634264904843e-01,5.297658095650461529e-01
3.441572918624452582e-01,4.914216658778094438e-01,5.896731699694368611e-02,4.512183762905849216e-01,6.661798704345316402e-01,4.023889042924629900e-01
8.758130989942902733e-01,7.099011395937305791e-01,4.506686404480551023e-01,1.874316712168688781e-01,2.925235886906394356e-01,5.032676277887168093e-01
5.305895856649722742e-01,6.625365656048830543e-01,2.066473821221612717e-01,5.799403459500703795e-01,2.279586258582679825e-01,4.415345010400709702e-01
5.191019502834657295e-01,7.164558085907920537e-01,8.704715158945720566e-01,8.154813547944915753e-01,2.136358869581619357e-01,6.270293033042967368e-01
8.069497761134685199e-01,7.175641503083690642e-01,9.826342557007546885e-01,2.659227262112051626e-02,8.105039810472099981e-01,6.688488871581845796e-01
6.136908612713700695e-01,3.524218524912480222e-01,4.780257336401456669e-01,9.875437991253086523e-01,9.427525449646627642e-01,6.748869582985470572e-01
5.346693531885243766e-01,7.570590344356904478e-01,2.303684212883186921e-01,5.634755520120475758e-01,2.296350562899311942e-01,4.630414834429025239e-01
4.624106054614635086e-01,6.623897567983605406e-02,4.788687120466746938e-01,5.780278196803788626e-01,7.165574780736416738e-01,4.604207181883989142e-01
6.767216862902108998e-01,7.225213858181862570e-01,1.727481897047959958e-01,9.433313687240807432e-01,1.641682056316258187e-01,5.358981672337799207e-01
4.591466603144016556e-01,8.640109262463641082e-01,5.779901583921255304e-01,1.550246487966159270e-01,8.758692605760309835e-02,4.287518639614220639e-01
6.154201539604143845e-01,3.870528735520062380e-01,2.768297939646018335e-01,6.296381513394349039e-01,6.824845931658163334e-02,3.954378864266077653e-01
2.260840543718709572e-01,6.460632343915309050e-01,6.103431615517497244e-01,6.557976616865668351e-02,5.850588239686073111e-01,4.266258080904831163e-01
3.933372621927078150e-01,7.171969436343751392e-01,2.792585762740535937e-01,9.267312981446319542e-01,3.382754154014899761e-01,5.309598991294517401e-01
8.870869509203037628e-01,4.296223500741997992e-01,6.803568615948663023e-03,7.899468735828695243e-01,1.665420836732188770e-01,4.560003653733081252e-01
1.227213931510056089e-01,1.313269862894856921e-01,6.144863343352240381e-01,6.097544129820177128e-01,9.633709667937314647e-01,4.883320187102929144e-01
2.659436722919843454e-01,3.258595709316587374e-01,2.602080129708955747e-01,5.022183864378689799e-01,8.366999289256190631e-01,4.381859143116053623e-01
8.433123616444475612e-01,6.316023503288971108e-01,7.064952635518627622e-01,3.410493533998778526e-01,7.555482040553522793e-01,6.556015065960875132e-01
8.305163110502568058e-01,7.343003079096726005e-01,6.107519148695979005e-01,6.938671809409437952e-01,4.920622407339491078e-01,6.722995911008841086e-01
7.618898992510018120e-01,9.771278630244800700e-01,8.788385041289162869e-01,2.453412777139472034e-01,8.449863950221507825e-01,7.416367878280991643e-01
2.955130606334355203e-01,3.171801207408220247e-02,2.194559230677622930e-01,7.950285868042035187e-01,9.969804452538966189e-01,4.677392055666760307e-01
3.388964219962959934e-01,2.641196677100298151e-01,4.440172247372730086e-01,6.860955739671276143e-01,6.568692239426934254e-01,4.779996224706840602e-01
9.142034434919616981e-01,2.319956696281765263e-01,1.519314608659814159e-01,9.218368002916728088e-01,7.865480419523326328e-01,6.013030832460249941e-01
2.736290716557956415e-01,5.279312853165170072e-01,8.575376115640573893e-01,6.420787397032051702e-01,3.925761190802748990e-01,5.387505654639700436e-01
4.726247748849554675e-02,9.716658486817177920e-01,4.356799489512935830e-01,5.830251472089056364e-01,3.321246401648840774e-01,4.739516124990593160e-01
6.639478897629002008e-01,1.006184738068448548e-01,6.441368219023209107e-01,9.629467709999857128e-01,8.316486508814960876e-01,6.406597214707094867e-01
2.324124604674514538e-01,5.324165715848234726e-01,6.223814941755593244e-01,7.884302034820424021e-01,2.163027397530608020e-01,4.783886938925874799e-01
2.779596920906710622e-01,8.531314371711272715e-01,1.175253587218678675e-01,1.086424819408858822e-01,7.553273986987607547e-02,2.865583419588856318e-01
3.023706851006024987e-01,7.114027219084108067e-01,2.576035729980864497e-01,4.780804748519694725e-01,3.184886690453686553e-01,4.135892247808875544e-01
6.400514448518213051e-01,6.074408596113778369e-01,1.866076187386109808e-01,3.360069695393861355e-01,7.087371346730100274e-01,4.957688054828413016e-01
7.410442868425581864e-02,8.167322098788037943e-01,1.495358029006832457e-01,1.833035958549644739e-02,2.499561216994076185e-01,2.617317845497294515e-01
5.083929862288729673e-01,2.023064260911632273e-01,9.945807347054870240e-01,3.597429798453977146e-01,4.162905069403403102e-01,4.962627267622522487e-01
5.039392257790464846e-01,4.806525770071141679e-01,6.695691229369626907e-02,4.079559837324212568e-01,8.589685665618407295e-02,3.090803110936924947e-01
7.880039575385190398e-01,1.523019567340756497e-01,7.438477828697356298e-01,3.680751340195722587e-01,9.296364664759362295e-01,5.963730595275678059e-01
7.832292365307651494e-01,3.337328015804030823e-02,9.121971666280404012e-02,6.659342880318084301e-01,4.835160514448956226e-01,4.114545145656626768e-01
6.459303004894654254e-01,6.571182562953942208e-01,8.467894782595156711e-01,4.464497178579796000e-02,3.598585498385759029e-01,5.108683113337498805e-01
8.097350387535118266e-01,1.536222841346277512e-01,3.397589198047595849e-01,5.050064440525239284e-01,4.501745224659422506e-01,4.516594418422730794e-01
5.941181996484801164e-02,6.289825154912317418e-01,2.155764908799499002e-01,2.426225349451081037e-01,7.428829568790435989e-01,3.778952636320362379e-01
3.876072192288273488e-01,8.690236561679616223e-01,8.391536712529139574e-01,8.578601178486447987e-01,6.347237262139615588e-01,7.176736781424618572e-01
1.385830640471900077e-01,1.190531086340567146e-01,1.734229945799724559e-01,9.457376977657072636e-01,8.150758905206827443e-01,4.383745511095218927e-01
9.548235523654926560e-01,4.189992000421286500e-01,8.198375962094422986e-01,4.755825877565056370e-02,2.367746591506481035e-02,4.529792146615558290e-01
4.663603237219158260e-01,8.092971637377011085e-01,1.628277183421319441e-01,3.787108339063280926e-01,8.470367778289591421e-01,5.328465635074073337e-01
1.800776682031426379e-01,6.518244336412275519e-01,7.935146767220657704e-01,3.178831490154399031e-02,1.314558821940703393e-01,3.577321951324100580e-01
4.060122603419233922e-01,6.351315980439142805e-02,3.358679737341636606e-01,6.610086994625902213e-01,7.885475614672758926e-01,4.509899309620689078e-01
8.213051050406017239e-01,5.529494931760825516e-01,2.577923160291766269e-01,5.170847785692038734e-01,4.191562224539511217e-01,5.136575830538031573e-01
5.005445158601540268e-01,5.775756407917662649e-01,1.596321547512676853e-01,1.839230632082603512e-01,4.566601509675837223e-01,3.756671051158064212e-01
4.184764533823071009e-02,2.146472097150353697e-01,8.270625236465699581e-01,8.558900206832158464e-01,3.080682252306579105e-01,4.495031249227420256e-01
3.395549855356553293e-01,7.209075834204213828e-01,5.100848333913660104e-01,9.858113387395099902e-01,9.320075836466737984e-01,6.976732649467253244e-01
7.777354217989256302e-01,6.665135274221818396e-01,9.254693865476137926e-01,8.240147022702690727e-01,4.612788318520726349e-01,7.310023739782125496e-01
5.745877832910003535e-01,1.698479155278530550e-01,6.226100701357676348e-01,3.880573002113180126e-01,6.658750932474333251e-02,3.643381156981364555e-01
3.838306924136305476e-01,1.016788540430585419e-01,6.588385746715280655e-01,1.800686107701067185e-01,3.352236840302827980e-01,3.319280831857213121e-01
7.092288935778966463e-01,4.579026323198953641e-03,1.731229520072985473e-03,3.864822651501104156e-01,3.969474663032063200e-01,2.997937761748971086e-01
7.990792812368288089e-01,3.433068839417053875e-01,6.435083260780943837e-01,8.402141811291885531e-02,4.069172464857923055e-01,4.553666311710679038e-01
1.576583822360522191e-01,2.908778131152067736e-02,3.475553411090486211e-01,2.791305045370034987e-01,9.457976166723935929e-02,1.816023541721728807e-01
2.087918508417428987e-01,9.996531418244725131e-02,5.739868851818545892e-01,3.900670439455666827e-01,5.918493318093844824e-01,3.729320851921991697e-01
1.638680650844104303e-02,3.249435097343966738e-01,4.342156697071544169e-01,9.586517508347192074e-02,3.987326740113983359e-01,2.540287670089724781e-01
7.697698687375560400e-01,7.663281814492527433e-01,3.917751630450382327e-01,5.884728598249081566e-01,8.860606244105081464e-01,6.804813394934526860e-01
7.370686900479317405e-01,5.656588399537429979e-01,3.808137853712122434e-01,6.283814722109496431e-01,8.982546819591759046e-01,6.420354939086024837e-01
4.480544783217680349e-01,3.928725022772350250e-02,2.311248166383214064e-01,6.855377460343495821e-01,6.776172642232693999e-01,4.163243110890864074e-01
7.370421950271051070e-01,5.655425996794519738e-01,9.899664232737481750e-01,4.912964158648833735e-01,8.521260489806108396e-01,7.271947365651598716e-01
4.886067670065208368e-02,4.782079873514065715e-01,1.731909255447582341e-01,7.912666867148314687e-01,5.157611432941985319e-01,4.014574839211693669e-01
5.641011954188669408e-01,9.806899702774888317e-01,9.256445995888082923e-01,5.644728796106461832e-01,4.979591761629187374e-02,6.169409125024204466e-01
5.739050530915119630e-01,3.022515747637584127e-01,3.964656029215366528e-01,7.176109005681903241e-01,9.570348279157461224e-01,5.894535918521487394e-01
6.107936515466197980e-01,4.910388567375352231e-01,3.429715838873002021e-01,6.145843638161423428e-01,2.376044610372829435e-01,4.593985834049760797e-01
8.009915948500753169e-01,3.959214650706147642e-01,3.673351964532965974e-01,7.563937024993097058e-01,5.027225868473210735e-01,5.646729091441236026e-01
8.092482195371593079e-01,6.846966603553314989e-01,1.082102113102174634e-01,1.909316003911764037e-01,9.854610174161950731e-01,5.557095418020159272e-01
4.722605809000345323e-01,4.309093427096102324e-01,7.044490165074364096e-01,5.882010797979392303e-01,3.790322969807135012e-01,5.149704633791467590e-01
6.213315078609820130e-01,5.223062142193961588e-01,4.669553468864315882e-01,4.419901992064445562e-01,5.617767037181272682e-01,5.228719943782763613e-01
8.314898392369216573e-01,8.736602919157653302e-01,3.131003672000256532e-01,7.069541592761182658e-01,3.144869707624737831e-01,6.079383256782608935e-01
1.482215567679331381e-01,7.133319590634616958e-01,3.593980494977020435e-01,9.608567901478424211e-01,3.126138635691319001e-01,4.988844438092142619e-01
1.952220195816620762e-01,2.063489850645571222e-01,7.305728050356475878e-01,9.918774375556133061e-01,9.092522181421128780e-01,6.066546930759185718e-01
7.549303394078550333e-01,7.767873710608330651e-01,6.697044713637976265e-01,5.814550586417596145e-01,5.509332712272027033e-01,6.667621023402896530e-01
6.054532409671407045e-01,7.630759600721148672e-02,4.647499158895521676e-01,9.212476802494313777e-01,9.483303036262413777e-01,6.032177473479154450e-01
6.651615063699590769e-01,5.267154399897739925e-01,4.114702487334374048e-01,9.809313844837037610e-01,4.388455181635330105e-01,6.046248195480814491e-01
6.320778211648669931e-03,3.410668433397903154e-01,4.445513574157547998e-01,1.673342059035751728e-01,3.013268420630146327e-01,2.521200053867567181e-01
6.733488649121583958e-01,2.217243990372571583e-01,7.849753491004385353e-02,9.853538174013110051e-02,2.043554176022478464e-01,2.552923196403676931e-01
2.585555260664041954e-01,7.364072856598056216e-01,2.996502780611037808e-01,2.223337160168725735e-01,5.748455461686144963e-01,4.183584703945600891e-01
5.171297343657105250e-01,2.790553076385134945e-01,5.923694868090899623e-01,1.196261465390395795e-01,9.335286463764197462e-01,4.883418643457546615e-01
2.135906801920441911e-01,9.105544131882203907e-01,7.407070252340306471e-01,6.225245384633555368e-01,8.138476677327536324e-01,6.602448649620809018e-01
9.179417396018573205e-01,3.171505201714166500e-01,3.865436473424583852e-01,4.699308405564389668e-01,1.069661507934862588e-01,4.397065796931315385e-01
9.930154365688688145e-01,8.226561330046675558e-01,1.561769631100018429e-01,5.348437340349823099e-01,6.728024710458281321e-01,6.358989475528696866e-01
4.590922771741797748e-01,1.693753803874269437e-01,2.603031559572421827e-02,2.481080123729270115e-01,4.126575023646903428e-01,2.630526975789896360e-01
